index	label	prediction	l0	l1	l2	linf
110970	1	1	1	0.06022604000000009	0.06022604000000009	0.06022604000000009
264051	1	1	2	0.11405392000000014	0.08421390506135681	0.07417096000000012
90207	1	1	2	0.015493040000000013	0.012913648263817662	0.012581040000000043
216696	0	0	4	0.48113750000000005	0.24655387460705216	0.1489745
62041	0	0	1	0.09823395999999995	0.09823395999999995	0.09823395999999995
13425	0	0	5	0.31737093999999993	0.14768512716689516	0.08592195999999996
22028	0	0	6	0.45432846000000016	0.1982813045947389	0.11911196000000002
238110	1	1	3	0.04121552000000017	0.025077913178939037	0.01954050000000007
38652	0	0	1	0.08752795999999996	0.08752795999999996	0.08752795999999996
860	0	0	4	0.3310584500000003	0.18704207056061622	0.12187145000000005
66291	0	0	2	0.06102898000000001	0.045860071777985706	0.04148896000000002
108804	1	1	1	0.06343804000000008	0.06343804000000008	0.06343804000000008
111424	1	1	2	0.15510904000000003	0.1289723213246998	0.12553604000000007
94314	1	1	2	0.012091040000000053	0.009756443743577932	0.00936904000000005
366	0	0	4	0.24867096	0.1459099779124841	0.10037596000000004
63682	0	0	5	0.4113719600000001	0.1874055423899774	0.10519396000000003
166122	0	0	2	0.0334035	0.02487456335797676	0.0222175
150809	0	0	1	0.03667150000000008	0.03667150000000008	0.03667150000000008
203469	0	0	2	0.12710499999999997	0.09099520322797239	0.0736095
31706	0	0	1	0.09448696000000001	0.09448696000000001	0.09448696000000001
244867	1	1	2	0.032877460000000025	0.023424676703246102	0.018469960000000007
110115	1	1	1	0.09930504000000007	0.09930504000000007	0.09930504000000007
6366	0	0	7	0.5391064700000001	0.22567971568736908	0.12071796000000001
206005	0	0	3	0.08269549999999995	0.0509249875085895	0.03934749999999998
7626	0	0	1	0.09288096000000001	0.09288096000000001	0.09288096000000001
218656	0	0	3	0.10266050000000021	0.0714559557507281	0.06450850000000008
178303	0	0	2	0.11231994999999995	0.07942932721138014	0.05691245
64383	0	0	1	0.053265959999999946	0.053265959999999946	0.053265959999999946
