index	label	prediction	l0	l1	l2	linf
110970	1	1	2	0.053034499999999984	0.053031500084855236	0.05303150000000001
264051	1	1	1	0.03988296000000002	0.03988296000000002	0.03988296000000002
90207	1	1	1	0.012581040000000043	0.012581040000000043	0.012581040000000043
216696	0	0	6	0.1686639960000001	0.09056991201155067	0.07682050000000007
62041	0	0	3	0.06266699999999992	0.040800720232613504	0.03627049999999998
13425	0	0	2	0.025575499999999973	0.0253079296515934	0.02530650000000001
22028	0	0	3	0.05166453000000004	0.0364929204515191	0.033459000000000017
238110	1	1	1	0.022217500000000112	0.022217500000000112	0.022217500000000112
38652	0	0	7	0.24137042999999997	0.11945641179276438	0.08752795999999996
860	0	0	2	0.055907499999999985	0.04241074037611226	0.038812999999999986
66291	0	0	1	0.04148896000000002	0.04148896000000002	0.04148896000000002
108804	1	1	2	0.09340704000000005	0.07016071464888031	0.06343804000000008
111424	1	1	2	0.05775800000000003	0.05324171104031125	0.05303150000000001
94314	1	1	2	0.012091040000000053	0.009756443743577932	0.00936904000000005
366	0	0	2	0.01727600000000004	0.014942708522888386	0.014723000000000042
63682	0	0	5	0.18400800000000006	0.09677087859733427	0.07575850000000006
166122	0	0	1	0.0222175	0.0222175	0.0222175
150809	0	0	4	0.0685210700000001	0.04245164537344701	0.03667150000000008
203469	0	0	5	0.19025497999999993	0.10224366026478314	0.07093249999999995
31706	0	0	4	0.14882652999999996	0.09832099851486913	0.0909105
244867	1	1	3	0.05601846999999999	0.0391277592835534	0.03434500999999998
110115	1	1	6	0.13528253000000007	0.06977088242290548	0.05303150000000001
6366	0	0	6	0.16174197999999998	0.09926520271041811	0.0909105
206005	0	0	1	0.03667049999999994	0.03667049999999994	0.03667049999999994
7626	0	0	3	0.17885048999999997	0.12177030842290781	0.09074199
218656	0	0	1	0.06450850000000008	0.06450850000000008	0.06450850000000008
178303	0	0	1	0.028866500000000128	0.028866500000000128	0.028866500000000128
64383	0	0	2	0.05972451000000001	0.053656084117498684	0.053265959999999946
21605	0	0	1	0.013116959999999955	0.013116959999999955	0.013116959999999955
197806	0	0	4	0.16228150000000002	0.10396934969138742	0.07575799999999999
