index	label	prediction	l0	l1	l2	linf
110970	1	1	1	0.06022604000000009	0.06022604000000009	0.06022604000000009
264051	1	1	2	0.04172596000000006	0.039925520001142155	0.03988296000000002
90207	1	1	1	0.012581040000000043	0.012581040000000043	0.012581040000000043
216696	0	0	3	0.162165	0.09826315980824149	0.07682050000000007
62041	0	0	4	0.1298785	0.08509370215092306	0.07575850000000006
13425	0	0	3	0.08618300000000001	0.0656792231950105	0.060607500000000036
22028	0	0	4	0.19226900000000002	0.10651252605914482	0.07575850000000006
238110	1	1	1	0.022217500000000112	0.022217500000000112	0.022217500000000112
38652	0	0	1	0.08752795999999996	0.08752795999999996	0.08752795999999996
860	0	0	4	0.1972239600000001	0.11220000549626374	0.07575850000000006
66291	0	0	3	0.05661995999999997	0.042854584730009936	0.04148896000000002
108804	1	1	1	0.06343804000000008	0.06343804000000008	0.06343804000000008
111424	1	1	5	0.38168304000000014	0.1841724628802624	0.12553604000000007
94314	1	1	1	0.00936904000000005	0.00936904000000005	0.00936904000000005
366	0	0	4	0.15242045999999998	0.10327528737714362	0.0909105
63682	0	0	1	0.10519396000000003	0.10519396000000003	0.10519396000000003
166122	0	0	1	0.0222175	0.0222175	0.0222175
150809	0	0	1	0.03667150000000008	0.03667150000000008	0.03667150000000008
203469	0	0	5	0.19326597999999995	0.10653351368625928	0.07093249999999995
31706	0	0	1	0.09448696000000001	0.09448696000000001	0.09448696000000001
244867	1	1	5	0.19055899999999998	0.08733428414431527	0.05303149999999998
110115	1	1	1	0.09930504000000007	0.09930504000000007	0.09930504000000007
6366	0	0	5	0.33843248000000004	0.180211768927648	0.12071796000000001
206005	0	0	1	0.03667049999999994	0.03667049999999994	0.03667049999999994
7626	0	0	2	0.16251696	0.11608636968447932	0.09288096000000001
218656	0	0	2	0.06635150000000012	0.06453482177282285	0.06450850000000008
178303	0	0	2	0.10565799999999992	0.07480042651282137	0.05540749999999994
64383	0	0	1	0.053265959999999946	0.053265959999999946	0.053265959999999946
21605	0	0	2	0.02083045999999994	0.015216856504928952	0.013116959999999955
197806	0	0	3	0.11364151999999994	0.09389675969750177	0.09234549999999997
50819	0	0	4	0.21279149000000003	0.10950569103562657	0.06945298999999999
219495	1	1	2	0.034174000000000065	0.02419437228985291	0.017934500000000075
134344	0	0	2	0.008644950000000096	0.006640949762835189	0.006157500000000038
52582	0	0	3	0.15589199999999998	0.11196695391275055	0.10606150000000003
257082	1	1	3	0.12119244000000007	0.07873598296225176	0.06718495999999996
48168	0	0	2	0.07562945999999998	0.05930575904422435	0.055942959999999986
111659	1	1	6	0.4764735400000001	0.20444999077586432	0.1125555
196419	0	0	2	0.12961699999999998	0.09321405276298203	0.07682049999999996
175885	0	0	2	0.12236950000000002	0.0891247023347063	0.0762855
187367	0	0	3	0.10135749999999993	0.059695158030195344	0.04255949999999997
177108	0	0	2	0.05160100000000001	0.03930592894844237	0.03613549999999999
122836	0	0	5	0.38156199999999996	0.18839363677682958	0.11857649999999997
153109	0	0	2	0.12779399999999996	0.0904835989696475	0.06718550000000001
155845	0	0	1	0.10679950000000005	0.10679950000000005	0.10679950000000005
160186	0	0	1	0.045771500000000076	0.045771500000000076	0.045771500000000076
140665	0	0	1	0.033459500000000086	0.033459500000000086	0.033459500000000086
226540	1	1	1	0.048448500000000005	0.048448500000000005	0.048448500000000005
249171	1	1	1	0.020611500000000005	0.020611500000000005	0.020611500000000005
268193	1	1	1	0.03720650000000003	0.03720650000000003	0.03720650000000003
252151	1	1	3	0.06431700000000007	0.045380287003279375	0.03720650000000003
64454	0	0	5	0.34734545999999994	0.16543182576533327	0.09983995999999995
152314	0	0	2	0.10173700000000008	0.08568318430415625	0.08378050000000004
20427	0	0	1	0.09716396000000005	0.09716396000000005	0.09716396000000005
89267	1	1	1	0.028641040000000006	0.028641040000000006	0.028641040000000006
268280	1	1	3	0.14140045000000004	0.08746676710169242	0.068351
239356	1	1	1	0.025964500000000057	0.025964500000000057	0.025964500000000057
150664	0	0	1	0.018470500000000056	0.018470500000000056	0.018470500000000056
143942	0	0	1	0.08645650000000005	0.08645650000000005	0.08645650000000005
63214	0	0	5	0.25661299000000004	0.11997875538252639	0.07575850000000006
233517	1	1	1	0.05433750000000004	0.05433750000000004	0.05433750000000004
64422	0	0	1	0.05380196000000004	0.05380196000000004	0.05380196000000004
2444	0	0	4	0.3264855000000001	0.17520468816715498	0.10606150000000003
2663	0	0	1	0.12285995999999999	0.12285995999999999	0.12285995999999999
51465	0	0	3	0.11588300000000007	0.07314375059771003	0.060607500000000036
173515	0	0	2	0.10278449999999995	0.081089570946269	0.07682049999999996
180954	0	0	2	0.07354200000000011	0.06845991792647727	0.06825550000000002
33971	0	0	2	0.07974745999999999	0.07289535328957258	0.07253796000000001
64387	0	0	4	0.17345646000000003	0.10334282563415617	0.07521496000000005
177393	0	0	1	0.08538650000000003	0.08538650000000003	0.08538650000000003
249519	1	1	3	0.12626798	0.08770438304805753	0.06504350000000003
99689	1	1	4	0.20904849	0.1124167319656647	0.07209549000000001
1950	0	0	3	0.21187400000000006	0.14900896488634507	0.10606150000000003
18191	0	0	1	0.03988296000000002	0.03988296000000002	0.03988296000000002
163859	0	0	2	0.11891099999999999	0.08460849556929846	0.06611449999999996
56147	0	0	1	0.06129596000000004	0.06129596000000004	0.06129596000000004
41321	0	0	1	0.06611396000000003	0.06611396000000003	0.06611396000000003
41994	0	0	1	0.04545549999999998	0.04545549999999998	0.04545549999999998
77833	1	1	2	0.08753554000000002	0.062049576571412655	0.04684304000000006
5035	0	0	1	0.03988247	0.03988247	0.03988247
128522	0	0	1	0.06825550000000002	0.06825550000000002	0.06825550000000002
114109	1	1	5	0.33114949000000005	0.17923920407070576	0.14669248999999998
10817	0	0	3	0.13521796000000003	0.09003607207603853	0.08163896000000004
136796	0	0	1	0.013116500000000086	0.013116500000000086	0.013116500000000086
4076	0	0	2	0.05723400000000001	0.046956741182709844	0.04545549999999998
94120	1	1	4	0.1372750399999999	0.07734241397979244	0.048984040000000006
25599	0	0	4	0.11107600000000006	0.08126089105467654	0.07575850000000006
119015	0	0	1	0.05861950000000005	0.05861950000000005	0.05861950000000005
194684	0	0	3	0.1576245	0.10180563974186302	0.0736095
238687	1	1	1	0.018470500000000056	0.018470500000000056	0.018470500000000056
246393	1	1	1	0.02168150000000002	0.02168150000000002	0.02168150000000002
34307	0	0	3	0.19262996	0.11341444757984584	0.07842696000000005
215320	0	0	2	0.021468500000000057	0.015220163410752245	0.01151050000000009
44912	0	0	1	0.07574996	0.07574996	0.07574996
188931	0	0	1	0.08699250000000003	0.08699250000000003	0.08699250000000003
71681	0	0	1	0.04951896	0.04951896	0.04951896
107912	1	1	1	0.06932704	0.06932704	0.06932704
225531	1	1	1	0.05701400000000001	0.05701400000000001	0.05701400000000001
28948	0	0	3	0.14409443999999993	0.09171663764438813	0.07949795999999998
60947	0	0	3	0.10207396000000007	0.06321072297056572	0.047912960000000004
63620	0	0	1	0.09448696000000001	0.09448696000000001	0.09448696000000001
36791	0	0	1	0.018952499999999983	0.018952499999999983	0.018952499999999983
169361	0	0	1	0.03988350000000007	0.03988350000000007	0.03988350000000007
83887	1	1	1	0.022753040000000113	0.022753040000000113	0.022753040000000113
222778	1	1	3	0.12562800999999998	0.07391761689326909	0.0516605
1278	0	0	1	0.05754895999999998	0.05754895999999998	0.05754895999999998
149469	0	0	1	0.0008040000000000269	0.0008040000000000269	0.0008040000000000269
233275	1	1	1	0.06290300000000004	0.06290300000000004	0.06290300000000004
28387	0	0	3	0.16747949000000004	0.10002469725627819	0.07575850000000006
28720	0	0	2	0.09856095000000001	0.0780609774800553	0.07414396000000001
38912	0	0	4	0.20900245999999995	0.12255130935698563	0.0909105
120793	0	0	2	0.04975650000000009	0.04794893253504196	0.04791350000000005
88763	1	1	1	0.038277040000000095	0.038277040000000095	0.038277040000000095
146888	0	0	2	0.03821000000000008	0.03334522356350307	0.032923499999999994
36649	0	0	1	0.04898396000000005	0.04898396000000005	0.04898396000000005
158729	0	0	1	0.043630500000000016	0.043630500000000016	0.043630500000000016
183173	0	0	2	0.145505	0.10314393416241209	0.0778915
5295	0	0	1	0.06772047000000003	0.06772047000000003	0.06772047000000003
166419	0	0	3	0.18020947999999992	0.10767959070469384	0.07414449999999995
40163	0	0	5	0.22180999999999995	0.11639068645514553	0.0909105
211823	0	0	3	0.20645500000000017	0.1210910655705037	0.07789200000000007
43210	0	0	1	0.00883347000000001	0.00883347000000001	0.00883347000000001
258508	1	1	2	0.02341399999999999	0.01912060570431809	0.018470500000000056
197933	0	0	1	0.050589499999999954	0.050589499999999954	0.050589499999999954
202191	0	0	2	0.07995850000000004	0.05665687427179515	0.04256000000000004
241192	1	1	2	0.06641300000000006	0.047216053779408594	0.03667150000000008
197005	0	0	2	0.14821800000000002	0.10811614714972045	0.09288150000000006
140813	0	0	1	0.03881250000000003	0.03881250000000003	0.03881250000000003
83510	1	1	3	0.039775050000000006	0.024360085408136417	0.01900504000000003
6234	0	0	1	0.07253796000000001	0.07253796000000001	0.07253796000000001
3479	0	0	1	0.04148896000000002	0.04148896000000002	0.04148896000000002
261036	1	1	4	0.26889399999999997	0.13527280052360857	0.07467950000000001
431	0	0	2	0.04170846	0.03485907898455725	0.03399496000000002
186013	0	0	2	0.13312199999999996	0.10392218846088645	0.09769850000000002
68146	0	0	3	0.26828700000000005	0.16451885274186664	0.13407049999999998
