index	label	prediction	l0	l1	l2	linf
110970	1	1	1	0.06022604000000009	0.06022604000000009	0.06022604000000009
264051	1	1	2	0.04172596000000006	0.039925520001142155	0.03988296000000002
90207	1	1	1	0.012581040000000043	0.012581040000000043	0.012581040000000043
216696	0	0	5	0.19087052000000004	0.09755482436379255	0.07682050000000007
62041	0	0	3	0.12483802	0.08502807680666667	0.07575850000000006
13425	0	0	4	0.08257351999999996	0.06269020393594524	0.060607500000000036
22028	0	0	3	0.12314250000000004	0.08398071581172674	0.07575850000000006
238110	1	1	1	0.022217500000000112	0.022217500000000112	0.022217500000000112
38652	0	0	2	0.09037593999999993	0.087574281452045	0.08752795999999996
860	0	0	5	0.19459243999999998	0.09690238324020728	0.07575850000000006
66291	0	0	2	0.04964945999999998	0.042283892466654496	0.04148896000000002
108804	1	1	1	0.06343804000000008	0.06343804000000008	0.06343804000000008
111424	1	1	6	0.33771305	0.1648427066387364	0.12553604000000007
94314	1	1	1	0.00936904000000005	0.00936904000000005	0.00936904000000005
366	0	0	3	0.105684	0.0920949960068407	0.0909105
63682	0	0	5	0.14792948000000006	0.0846985453875709	0.07575850000000006
166122	0	0	1	0.0222175	0.0222175	0.0222175
150809	0	0	1	0.03667150000000008	0.03667150000000008	0.03667150000000008
203469	0	0	6	0.22604049999999998	0.11226157925421677	0.07093249999999995
31706	0	0	3	0.16257400000000005	0.10408516659207499	0.0909105
244867	1	1	2	0.067439	0.054953762823850366	0.05303149999999998
110115	1	1	1	0.09930504000000007	0.09930504000000007	0.09930504000000007
6366	0	0	6	0.21990908000000003	0.11547751944020533	0.0909105
206005	0	0	3	0.07785749999999986	0.0534754072705388	0.03885149999999998
7626	0	0	5	0.21172496000000002	0.12079147130704883	0.09288096000000001
218656	0	0	1	0.06450850000000008	0.06450850000000008	0.06450850000000008
178303	0	0	4	0.14996850000000006	0.08225129431656379	0.05540749999999994
64383	0	0	1	0.053265959999999946	0.053265959999999946	0.053265959999999946
21605	0	0	1	0.013116959999999955	0.013116959999999955	0.013116959999999955
197806	0	0	2	0.108568	0.09375959085074974	0.09234549999999997
50819	0	0	5	0.24767799000000001	0.11775852024138254	0.06945298999999999
219495	1	1	1	0.017934500000000075	0.017934500000000075	0.017934500000000075
134344	0	0	2	0.008644950000000096	0.006640949762835189	0.006157500000000038
52582	0	0	6	0.1980709799999999	0.11533753504432286	0.10606150000000003
257082	1	1	5	0.16252241999999995	0.08702875451063513	0.06718495999999996
48168	0	0	5	0.1347999399999999	0.07469230901586853	0.055942959999999986
111659	1	1	6	0.4273765099999999	0.18423009651669645	0.1125555
196419	0	0	5	0.26261798000000003	0.12641812089182627	0.07682049999999996
175885	0	0	4	0.17579245000000007	0.10070204871452076	0.0762855
187367	0	0	1	0.04523650000000001	0.04523650000000001	0.04523650000000001
177108	0	0	1	0.03613549999999999	0.03613549999999999	0.03613549999999999
122836	0	0	2	0.14580899999999997	0.12166345140797212	0.11857649999999997
153109	0	0	2	0.08815300000000004	0.07038130054567053	0.06718550000000001
155845	0	0	3	0.20569900000000002	0.13012658314310727	0.09716350000000007
160186	0	0	1	0.045771500000000076	0.045771500000000076	0.045771500000000076
140665	0	0	1	0.033459500000000086	0.033459500000000086	0.033459500000000086
226540	1	1	4	0.11092198000000006	0.0658304372394746	0.048448500000000005
248440	1	1	1	0.0034809999999999564	0.0034809999999999564	0.0034809999999999564
249171	1	1	1	0.020611500000000005	0.020611500000000005	0.020611500000000005
268193	1	1	1	0.03720650000000003	0.03720650000000003	0.03720650000000003
252151	1	1	2	0.06048550000000008	0.043197225677698375	0.03452949999999999
64454	0	0	4	0.23265198000000004	0.11937517114769053	0.07575850000000006
152314	0	0	2	0.12707000000000007	0.09109618779345276	0.07414450000000006
20427	0	0	4	0.15884153999999995	0.10194519557365514	0.0909105
89267	1	1	3	0.05031801999999996	0.03263408150265607	0.028641040000000006
268280	1	1	3	0.14140045000000004	0.08746676710169242	0.068351
239356	1	1	2	0.031624499999999944	0.02473485850474992	0.023287500000000017
150664	0	0	1	0.018470500000000056	0.018470500000000056	0.018470500000000056
143942	0	0	3	0.1879225	0.11302446679701701	0.08645650000000005
63214	0	0	3	0.18107799000000002	0.10656201850866051	0.07575850000000006
233517	1	1	6	0.16987146000000006	0.08610094068121911	0.05433750000000004
64422	0	0	4	0.12296193999999994	0.07546900907579217	0.05380196000000004
2444	0	0	5	0.23673500000000014	0.14192945625908673	0.10606150000000003
2663	0	0	8	0.44403051000000004	0.18856008012608108	0.10606150000000003
51465	0	0	4	0.12999800000000006	0.07449323107840071	0.060607500000000036
173515	0	0	1	0.0794975	0.0794975	0.0794975
180954	0	0	4	0.14511802000000007	0.09648490851205903	0.06825550000000002
33971	0	0	1	0.07253796000000001	0.07253796000000001	0.07253796000000001
64387	0	0	1	0.07521496000000005	0.07521496000000005	0.07521496000000005
177393	0	0	1	0.08538650000000003	0.08538650000000003	0.08538650000000003
249519	1	1	5	0.15884848000000004	0.0848452066966096	0.06504350000000003
99689	1	1	3	0.14086598999999997	0.08937935063307462	0.07209549000000001
1950	0	0	5	0.3524815200000001	0.18071096260213554	0.10606150000000003
18191	0	0	2	0.06750946000000013	0.048516739385614197	0.03988296000000002
163859	0	0	4	0.21092451999999995	0.11049284237746079	0.066216
56147	0	0	1	0.06129596000000004	0.06129596000000004	0.06129596000000004
41321	0	0	2	0.1319789600000001	0.09332338362855051	0.06611396000000003
41994	0	0	5	0.13346100000000016	0.06875741926148776	0.04256000000000004
77833	1	1	3	0.06510105999999999	0.05025919337755039	0.04684304000000006
5035	0	0	5	0.13022546999999995	0.0662523792086058	0.03988247
128522	0	0	1	0.06825550000000002	0.06825550000000002	0.06825550000000002
114109	1	1	8	0.49843002	0.20700708659174108	0.13093901
10817	0	0	6	0.28082992000000007	0.12678568099333304	0.08163896000000004
136796	0	0	1	0.013116500000000086	0.013116500000000086	0.013116500000000086
4076	0	0	1	0.016329000000000038	0.016329000000000038	0.016329000000000038
94120	1	1	3	0.09478901999999995	0.060995621991106856	0.048984040000000006
25599	0	0	4	0.09571750000000007	0.07690461768158015	0.07575850000000006
119015	0	0	1	0.05861950000000005	0.05861950000000005	0.05861950000000005
194684	0	0	1	0.0736095	0.0736095	0.0736095
238687	1	1	2	0.029849000000000125	0.021142178754802062	0.015793500000000016
246393	1	1	1	0.02168150000000002	0.02168150000000002	0.02168150000000002
34307	0	0	4	0.16816542000000012	0.10094220781047547	0.07842696000000005
215320	0	0	1	0.01151050000000009	0.01151050000000009	0.01151050000000009
44912	0	0	3	0.07872751999999994	0.05181768668640465	0.04545549999999998
188931	0	0	5	0.2589320000000001	0.1312793631459264	0.08699250000000003
71681	0	0	1	0.04951896	0.04951896	0.04951896
107912	1	1	2	0.07690404000000006	0.06973986954505723	0.06932704
225531	1	1	1	0.05701400000000001	0.05701400000000001	0.05701400000000001
28948	0	0	1	0.07575850000000006	0.07575850000000006	0.07575850000000006
60947	0	0	2	0.06570995999999996	0.051111495233084295	0.047912960000000004
63620	0	0	3	0.13596648000000006	0.09196018540265351	0.07575850000000006
36791	0	0	1	0.018952499999999983	0.018952499999999983	0.018952499999999983
169361	0	0	1	0.03988350000000007	0.03988350000000007	0.03988350000000007
83887	1	1	3	0.04726404000000006	0.03083230238307875	0.022753040000000113
222778	1	1	2	0.06835449999999998	0.05429085462810472	0.0516605
1278	0	0	2	0.07503196000000001	0.06014597314934391	0.05754895999999998
149469	0	0	1	0.0008040000000000269	0.0008040000000000269	0.0008040000000000269
233275	1	1	2	0.07099450000000002	0.0634212880762446	0.06290300000000004
28387	0	0	6	0.21431897000000014	0.11139660162392977	0.07575850000000006
28720	0	0	3	0.12813394999999997	0.08347501742522549	0.07414396000000001
38912	0	0	4	0.19383799999999995	0.12006963820008784	0.0909105
120793	0	0	1	0.04791350000000005	0.04791350000000005	0.04791350000000005
88763	1	1	3	0.06883701000000009	0.04473228860926419	0.038277040000000095
146888	0	0	3	0.08711151999999991	0.05089451536904929	0.032923499999999994
36649	0	0	2	0.06293894000000005	0.05093299327628414	0.04898396000000005
158729	0	0	1	0.043630500000000016	0.043630500000000016	0.043630500000000016
183173	0	0	7	0.30738949999999987	0.13852379506926163	0.0778915
5295	0	0	4	0.16935198999999995	0.09181484591889974	0.06772047000000003
166419	0	0	1	0.07682149999999999	0.07682149999999999	0.07682149999999999
40163	0	0	5	0.24724200000000002	0.12138366854523717	0.0909105
211823	0	0	4	0.1945210000000001	0.1103800639042215	0.07789200000000007
43210	0	0	1	0.00883347000000001	0.00883347000000001	0.00883347000000001
258508	1	1	2	0.023330450000000058	0.017499721642143373	0.015793500000000016
197933	0	0	2	0.07331749999999995	0.05546043178924949	0.050589499999999954
202191	0	0	2	0.04728199999999999	0.04282114996120495	0.04256000000000004
241192	1	1	4	0.09847648000000003	0.05446748946252621	0.03667150000000008
197005	0	0	5	0.24097601999999999	0.12479447071517394	0.09288150000000006
140813	0	0	1	0.03881250000000003	0.03881250000000003	0.03881250000000003
83510	1	1	2	0.03214501000000003	0.023105201946801962	0.01900504000000003
6234	0	0	4	0.22523298000000003	0.11706284983154139	0.07253796000000001
3479	0	0	1	0.04148896000000002	0.04148896000000002	0.04148896000000002
261036	1	1	6	0.21228251000000006	0.10169142547162031	0.07414450000000006
431	0	0	5	0.09859596000000011	0.050150045861410794	0.03399496000000002
186013	0	0	2	0.13312199999999996	0.10392218846088645	0.09769850000000002
