index	label	prediction	l0	l1	l2	linf
110970	1	1	5	0.13033754000000008	0.0780861035993704	0.06022604000000009
264051	1	1	4	0.23129391000000013	0.11919694397879217	0.07417096000000012
90207	1	1	1	0.012581040000000043	0.012581040000000043	0.012581040000000043
216696	0	0	2	0.11476300000000017	0.08567976731119208	0.07682050000000007
62041	0	0	5	0.3349095000000001	0.15911216284040017	0.09288050000000003
13425	0	0	5	0.28356948000000004	0.13640379399456018	0.08056850000000004
22028	0	0	3	0.2210145000000001	0.14025847265227875	0.1137585000000001
238110	1	1	2	0.03579400000000005	0.02541667567759407	0.01954050000000007
38652	0	0	2	0.13563545999999993	0.09987730141534457	0.08752795999999996
860	0	0	2	0.12367200000000012	0.08963846163617499	0.07575850000000006
66291	0	0	1	0.04148896000000002	0.04148896000000002	0.04148896000000002
108804	1	1	1	0.06343804000000008	0.06343804000000008	0.06343804000000008
111424	1	1	3	0.15687154000000003	0.1289843636807641	0.12553604000000007
94314	1	1	3	0.025822070000000086	0.014939437171543696	0.00936904000000005
366	0	0	2	0.11473400000000011	0.09398020090689319	0.0909105
63682	0	0	4	0.33676150000000016	0.16977886105681717	0.09984050000000011
166122	0	0	1	0.0222175	0.0222175	0.0222175
150809	0	0	1	0.03667150000000008	0.03667150000000008	0.03667150000000008
203469	0	0	4	0.17439449999999995	0.09924793382610035	0.0736095
31706	0	0	3	0.25047698000000007	0.1455001872994685	0.0909105
244867	1	1	2	0.032877460000000025	0.023424676703246102	0.018469960000000007
110115	1	1	2	0.12350205000000006	0.1022104997656391	0.09930504000000007
6366	0	0	7	0.3977215	0.18308958429755096	0.11536450000000009
206005	0	0	1	0.03667049999999994	0.03667049999999994	0.03667049999999994
7626	0	0	5	0.35380294999999995	0.16560244609057467	0.09288096000000001
218656	0	0	2	0.1077220000000001	0.07764504591086292	0.06450850000000008
178303	0	0	3	0.10641800000000012	0.06628440702382427	0.05540749999999994
64383	0	0	1	0.053265959999999946	0.053265959999999946	0.053265959999999946
21605	0	0	1	0.013116959999999955	0.013116959999999955	0.013116959999999955
197806	0	0	4	0.13505549999999994	0.09581246553424035	0.09234549999999997
50819	0	0	4	0.26952444000000014	0.13628423514898053	0.08298545000000002
219495	1	1	1	0.017934500000000075	0.017934500000000075	0.017934500000000075
134344	0	0	2	0.008644950000000096	0.006640949762835189	0.006157500000000038
