index	label	prediction	l0	l1	l2	linf
110970	1	1	7	0.21281149999999993	0.09114371982014562	0.06022604000000009
264051	1	1	1	0.03988296000000002	0.03988296000000002	0.03988296000000002
90207	1	1	3	0.016235539999999993	0.012934976526132581	0.012581040000000043
216696	0	0	6	0.13984199600000008	0.0844236638554619	0.07682050000000007
62041	0	0	3	0.11979200000000001	0.08435142951663599	0.07575850000000006
13425	0	0	3	0.03969049999999996	0.02897800076351024	0.02530650000000001
22028	0	0	2	0.04738399999999998	0.03624100310421885	0.033459000000000017
238110	1	1	5	0.034126480000000126	0.023164989827548055	0.022217500000000112
38652	0	0	3	0.1534794599999999	0.10848629227239537	0.08752795999999996
860	0	0	3	0.0977334800000001	0.06552071969820238	0.05915550000000003
66291	0	0	2	0.04964945999999998	0.042283892466654496	0.04148896000000002
108804	1	1	5	0.1891800400000001	0.09775608909956256	0.06343804000000008
111424	1	1	8	0.53615304	0.21608623445592828	0.12553604000000007
94314	1	1	1	0.00936904000000005	0.00936904000000005	0.00936904000000005
366	0	0	3	0.08436448000000007	0.050313184678873246	0.03506550000000008
63682	0	0	4	0.17439350000000015	0.10017066491368626	0.07575850000000006
166122	0	0	1	0.0222175	0.0222175	0.0222175
150809	0	0	2	0.06806650000000014	0.04827468215586727	0.03667150000000008
203469	0	0	5	0.18338398000000003	0.10129660989065921	0.07093249999999995
31706	0	0	2	0.09974450000000001	0.09133870245547612	0.0909105
244867	1	1	2	0.11298950000000005	0.08004562296746778	0.05995800000000007
110115	1	1	3	0.14305805000000002	0.1063837014081185	0.09930504000000007
6366	0	0	8	0.43575653000000003	0.17143039526382742	0.0909105
206005	0	0	1	0.03667049999999994	0.03667049999999994	0.03667049999999994
7626	0	0	7	0.5582224900000001	0.2133301912761298	0.09074199
218656	0	0	2	0.1077220000000001	0.07764504591086292	0.06450850000000008
178303	0	0	3	0.10267052000000021	0.06110401837140838	0.046307050000000016
64383	0	0	1	0.053265959999999946	0.053265959999999946	0.053265959999999946
21605	0	0	1	0.013116959999999955	0.013116959999999955	0.013116959999999955
197806	0	0	3	0.157107	0.10557885866734872	0.09234549999999997
50819	0	0	3	0.17743849000000006	0.10364198840330162	0.06945298999999999
219495	1	1	4	0.059440450000000006	0.030343015041549532	0.017934500000000075
134344	0	0	2	0.008644950000000096	0.006640949762835189	0.006157500000000038
52582	0	0	5	0.0816965	0.039872546147067145	0.02971199999999996
257082	1	1	6	0.13838744000000006	0.07978549581240942	0.06718495999999996
48168	0	0	5	0.19699593999999987	0.09877737762140677	0.055942959999999986
111659	1	1	4	0.32608002999999997	0.16909680371124966	0.1125555
196419	0	0	6	0.24754552000000005	0.11024825551187648	0.07682049999999996
175885	0	0	5	0.20381699000000011	0.10595194488584585	0.0762855
187367	0	0	6	0.13617454999999998	0.06622480642706703	0.04255949999999997
177108	0	0	2	0.05160100000000001	0.03930592894844237	0.03613549999999999
122836	0	0	5	0.3700749700000001	0.18018057091363018	0.11536449999999998
153109	0	0	1	0.06718550000000001	0.06718550000000001	0.06718550000000001
155845	0	0	1	0.09769905000000012	0.09769905000000012	0.09769905000000012
160186	0	0	1	0.045771500000000076	0.045771500000000076	0.045771500000000076
140665	0	0	5	0.10010646000000001	0.04942962274012217	0.033459500000000086
226540	1	1	6	0.11893299999999993	0.06320156882546506	0.048448500000000005
248440	1	1	1	0.0034809999999999564	0.0034809999999999564	0.0034809999999999564
249171	1	1	1	0.020611500000000005	0.020611500000000005	0.020611500000000005
268193	1	1	1	0.03720650000000003	0.03720650000000003	0.03720650000000003
252151	1	1	4	0.0925395200000001	0.05375412271752194	0.03720650000000003
64454	0	0	5	0.15720149999999994	0.08791608656980818	0.07575850000000006
152314	0	0	2	0.12760555000000012	0.0915326084969314	0.07468005000000011
20427	0	0	4	0.17418650000000013	0.11370914485761474	0.0909105
89267	1	1	6	0.07790403999999984	0.03955675006395744	0.028641040000000006
268280	1	1	3	0.14140045000000004	0.08746676710169242	0.068351
239356	1	1	2	0.031886499999999984	0.026631285065689226	0.025964500000000057
150664	0	0	3	0.028349000000000013	0.02009644748456806	0.018470500000000056
143942	0	0	1	0.07735605000000012	0.07735605000000012	0.07735605000000012
63214	0	0	3	0.10719448999999992	0.07496418539135936	0.058576499999999976
233517	1	1	5	0.12748397	0.07128451253526887	0.05433750000000004
64422	0	0	6	0.19744245999999993	0.0912540231474295	0.05380196000000004
2444	0	0	4	0.2125995000000001	0.13055476705677974	0.10318450000000001
2663	0	0	3	0.1539935	0.11290893789355211	0.10606150000000003
51465	0	0	3	0.06939050000000002	0.0433124972756132	0.03627049999999998
173515	0	0	2	0.10278449999999995	0.081089570946269	0.07682049999999996
180954	0	0	1	0.06825550000000002	0.06825550000000002	0.06825550000000002
33971	0	0	1	0.07253796000000001	0.07253796000000001	0.07253796000000001
64387	0	0	1	0.07521496000000005	0.07521496000000005	0.07521496000000005
177393	0	0	2	0.10227450000000005	0.08459703570604592	0.08217450000000004
249519	1	1	5	0.1044245	0.07007432004486383	0.06504350000000003
99689	1	1	3	0.14943143	0.09434598848103559	0.07209549000000001
1950	0	0	7	0.3093249199999999	0.14593616834898193	0.10465800000000003
18191	0	0	2	0.05767795999999997	0.043672789278469494	0.03988296000000002
163859	0	0	5	0.26306749999999995	0.11893497607831767	0.06290249999999997
56147	0	0	1	0.06129596000000004	0.06129596000000004	0.06129596000000004
41321	0	0	2	0.07293995999999997	0.06646540440621423	0.06611396000000003
41994	0	0	2	0.045185500000000045	0.04264090583289717	0.04256000000000004
77833	1	1	4	0.07744503999999997	0.05443041808530964	0.04684304000000006
5035	0	0	2	0.040553950000000005	0.03988812227582668	0.03988247
128522	0	0	2	0.09728699999999996	0.07417304950249787	0.06825550000000002
114109	1	1	7	0.55823353	0.2308563267305241	0.13093901
10817	0	0	6	0.2011850000000001	0.10274543057558916	0.08163896000000004
136796	0	0	2	0.023299500000000084	0.016605302202911038	0.013116500000000086
4076	0	0	1	0.016329000000000038	0.016329000000000038	0.016329000000000038
94120	1	1	5	0.18384453999999986	0.08656005251252791	0.048984040000000006
25599	0	0	5	0.10474354000000008	0.07827149699815132	0.07575850000000006
119015	0	0	2	0.10616900000000001	0.07518154433436441	0.055942500000000006
