index	label	prediction	l0	l1	l2	linf
110970	1	1	3	0.14382903999999996	0.08476502358332474	0.06022604000000009
264051	1	1	2	0.11405392000000014	0.08421390506135681	0.07417096000000012
90207	1	1	1	0.012581040000000043	0.012581040000000043	0.012581040000000043
216696	0	0	2	0.11839750000000004	0.08735007812961594	0.07682050000000007
62041	0	0	1	0.09823395999999995	0.09823395999999995	0.09823395999999995
13425	0	0	3	0.18894044	0.11337787919630529	0.08592195999999996
22028	0	0	4	0.33192801000000005	0.1716178550007082	0.11911196000000002
238110	1	1	3	0.04605400000000026	0.02833500727898279	0.022217500000000112
38652	0	0	1	0.08752795999999996	0.08752795999999996	0.08752795999999996
860	0	0	1	0.12446595999999999	0.12446595999999999	0.12446595999999999
66291	0	0	1	0.04148896000000002	0.04148896000000002	0.04148896000000002
108804	1	1	1	0.06343804000000008	0.06343804000000008	0.06343804000000008
111424	1	1	3	0.18572452	0.13255627968343112	0.12553604000000007
94314	1	1	1	0.00936904000000005	0.00936904000000005	0.00936904000000005
366	0	0	3	0.10297946	0.10040843443243007	0.10037596000000004
63682	0	0	1	0.10519396000000003	0.10519396000000003	0.10519396000000003
166122	0	0	1	0.0222175	0.0222175	0.0222175
150809	0	0	2	0.051437510000000075	0.03953269486855286	0.03667150000000008
203469	0	0	4	0.1864274999999999	0.10557949868582436	0.07093249999999995
31706	0	0	2	0.11185845999999999	0.0960705710521781	0.09448696000000001
244867	1	1	3	0.06117597999999999	0.039882648138279374	0.03434500999999998
110115	1	1	2	0.17506354000000013	0.12490332778453753	0.09930504000000007
6366	0	0	3	0.14734446	0.12229029921793307	0.12071796000000001
206005	0	0	2	0.04161399999999987	0.03700221294057958	0.03667049999999994
7626	0	0	1	0.09288096000000001	0.09288096000000001	0.09288096000000001
218656	0	0	1	0.06450850000000008	0.06450850000000008	0.06450850000000008
178303	0	0	1	0.05540749999999994	0.05540749999999994	0.05540749999999994
64383	0	0	2	0.06601446	0.05477030899101808	0.053265959999999946
21605	0	0	2	0.025317959999999917	0.017914213369322078	0.013116959999999955
197806	0	0	5	0.24496901	0.13163713140691	0.09234549999999997
50819	0	0	5	0.33054595000000014	0.17076503117137806	0.13303096000000003
219495	1	1	1	0.017934500000000075	0.017934500000000075	0.017934500000000075
134344	0	0	2	0.008644950000000096	0.006640949762835189	0.006157500000000038
52582	0	0	1	0.11536495999999996	0.11536495999999996	0.11536495999999996
257082	1	1	3	0.12577546	0.07950503268002346	0.06718495999999996
48168	0	0	2	0.09273393999999996	0.06695663509258808	0.055942959999999986
111659	1	1	4	0.29523451	0.15699567266504544	0.10544001
196419	0	0	4	0.20242705	0.10650864617862016	0.07682049999999996
175885	0	0	4	0.1619539700000002	0.09987907539280547	0.0762855
187367	0	0	3	0.11572098	0.06857509291047588	0.04523650000000001
177108	0	0	2	0.05160100000000001	0.03930592894844237	0.03613549999999999
122836	0	0	2	0.14391449999999995	0.12125345601775643	0.11857649999999997
153109	0	0	1	0.06718550000000001	0.06718550000000001	0.06718550000000001
155845	0	0	3	0.1763195500000001	0.11398219448296529	0.09769905000000012
160186	0	0	1	0.045771500000000076	0.045771500000000076	0.045771500000000076
140665	0	0	1	0.033459500000000086	0.033459500000000086	0.033459500000000086
226540	1	1	1	0.048448500000000005	0.048448500000000005	0.048448500000000005
249171	1	1	1	0.020611500000000005	0.020611500000000005	0.020611500000000005
268193	1	1	2	0.054765000000000064	0.041141518743235565	0.03720650000000003
252151	1	1	4	0.09185850000000001	0.05338699580188048	0.03452949999999999
64454	0	0	1	0.09983995999999995	0.09983995999999995	0.09983995999999995
152314	0	0	2	0.12760555000000012	0.0915326084969314	0.07468005000000011
20427	0	0	2	0.15353146000000006	0.11233045080979427	0.09716396000000005
89267	1	1	2	0.037091019999999975	0.02986153603353317	0.028641040000000006
268280	1	1	5	0.21341998000000012	0.10574666306584718	0.06615650000000001
239356	1	1	1	0.023287500000000017	0.023287500000000017	0.023287500000000017
150664	0	0	1	0.018470500000000056	0.018470500000000056	0.018470500000000056
143942	0	0	3	0.16042850000000008	0.10349202193768374	0.08645650000000005
63214	0	0	6	0.3425549299999999	0.14796557131022772	0.08752795999999996
233517	1	1	3	0.07392848000000013	0.05607557176142216	0.05433750000000004
64422	0	0	3	0.06946246000000006	0.055368356451059704	0.05380196000000004
2444	0	0	3	0.1340479599999999	0.11450976694842062	0.11322396000000001
2663	0	0	4	0.17872343999999987	0.12889979262346388	0.12285995999999999
51465	0	0	5	0.2856835000000001	0.1536937630118737	0.10065499999999994
173515	0	0	5	0.22820900000000002	0.11726450719207408	0.07682049999999996
180954	0	0	2	0.07354200000000011	0.06845991792647727	0.06825550000000002
33971	0	0	1	0.07253796000000001	0.07253796000000001	0.07253796000000001
64387	0	0	2	0.10781946000000009	0.0819777020173877	0.07521496000000005
177393	0	0	1	0.08538650000000003	0.08538650000000003	0.08538650000000003
249519	1	1	3	0.12626798	0.08770438304805753	0.06504350000000003
99689	1	1	3	0.12052399	0.08006010598038264	0.07209549000000001
1950	0	0	1	0.19031096000000003	0.19031096000000003	0.19031096000000003
18191	0	0	1	0.03988296000000002	0.03988296000000002	0.03988296000000002
163859	0	0	2	0.11631754999999999	0.08301489829875418	0.06611449999999996
56147	0	0	1	0.06129596000000004	0.06129596000000004	0.06129596000000004
41321	0	0	1	0.06611396000000003	0.06611396000000003	0.06611396000000003
41994	0	0	3	0.11821000000000004	0.06920450787701624	0.04545549999999998
77833	1	1	3	0.08407954000000001	0.05822487889804154	0.04684304000000006
5035	0	0	4	0.13401246999999997	0.07321387955709559	0.04545549999999998
128522	0	0	2	0.10027250000000001	0.07539165450664949	0.06825550000000002
114109	1	1	5	0.38730901000000006	0.19364976966146927	0.13209701
10817	0	0	5	0.20508145999999997	0.11181975271002706	0.08163896000000004
136796	0	0	1	0.013116500000000086	0.013116500000000086	0.013116500000000086
4076	0	0	2	0.05696650000000003	0.046890357230991525	0.04545549999999998
94120	1	1	1	0.048984040000000006	0.048984040000000006	0.048984040000000006
25599	0	0	5	0.23365099000000006	0.12473148940613396	0.07842696000000005
119015	0	0	1	0.05861950000000005	0.05861950000000005	0.05861950000000005
194684	0	0	2	0.123836	0.08911262420386912	0.0736095
238687	1	1	1	0.015793500000000016	0.015793500000000016	0.015793500000000016
246393	1	1	1	0.02168150000000002	0.02168150000000002	0.02168150000000002
34307	0	0	6	0.3918984599999999	0.16141187809944965	0.07842696000000005
215320	0	0	1	0.01151050000000009	0.01151050000000009	0.01151050000000009
44912	0	0	3	0.15545196	0.09508233244142468	0.07574996
188931	0	0	2	0.1387815	0.10124127407954724	0.08699250000000003
71681	0	0	1	0.04951896	0.04951896	0.04951896
107912	1	1	4	0.2096875399999999	0.1074480604357826	0.06932704
225531	1	1	1	0.04523650000000001	0.04523650000000001	0.04523650000000001
28948	0	0	4	0.19235845999999984	0.10572644300936065	0.07949795999999998
60947	0	0	4	0.12874345999999992	0.06845245512186979	0.047912960000000004
63620	0	0	2	0.12717696	0.0999821069494017	0.09448696000000001
36791	0	0	1	0.018952499999999983	0.018952499999999983	0.018952499999999983
169361	0	0	1	0.03988350000000007	0.03988350000000007	0.03988350000000007
83887	1	1	1	0.022753040000000113	0.022753040000000113	0.022753040000000113
222778	1	1	1	0.0516605	0.0516605	0.0516605
1278	0	0	2	0.09800746000000005	0.07034751608501613	0.05754895999999998
149469	0	0	3	0.14035499999999995	0.09133308346103287	0.0811035
28387	0	0	2	0.12891997999999993	0.12610412489749095	0.12607195999999998
28720	0	0	3	0.12813394999999997	0.08347501742522549	0.07414396000000001
38912	0	0	2	0.11639946	0.10076555468438408	0.09930496
120793	0	0	1	0.04791350000000005	0.04791350000000005	0.04791350000000005
88763	1	1	2	0.04711304000000005	0.03928366947169786	0.038277040000000095
146888	0	0	2	0.03821000000000008	0.03334522356350307	0.032923499999999994
36649	0	0	1	0.04898396000000005	0.04898396000000005	0.04898396000000005
158729	0	0	3	0.05951000000000001	0.04533898312159196	0.043630500000000016
183173	0	0	4	0.16858798000000003	0.10393148949601558	0.0778915
5295	0	0	4	0.18519497000000007	0.10597296426575466	0.07575850000000006
166419	0	0	4	0.14368450999999996	0.0925381423570308	0.07682149999999999
40163	0	0	1	0.12767795999999998	0.12767795999999998	0.12767795999999998
211823	0	0	5	0.29538150000000013	0.13547556327895455	0.07789200000000007
43210	0	0	1	0.043094999999999994	0.043094999999999994	0.043094999999999994
258508	1	1	2	0.023330450000000058	0.017499721642143373	0.015793500000000016
197933	0	0	1	0.050589499999999954	0.050589499999999954	0.050589499999999954
202191	0	0	2	0.14476899999999998	0.12479776813108479	0.12285950000000001
241192	1	1	1	0.03667150000000008	0.03667150000000008	0.03667150000000008
197005	0	0	4	0.2480085000000001	0.13834639907041318	0.09288150000000006
140813	0	0	2	0.046640000000000015	0.03959393782512674	0.03881250000000003
83510	1	1	2	0.02352253999999998	0.01953456812042694	0.01900504000000003
6234	0	0	3	0.08891351000000003	0.07398575437010899	0.07253796000000001
3479	0	0	1	0.04148896000000002	0.04148896000000002	0.04148896000000002
261036	1	1	5	0.19805799999999996	0.0991407026175425	0.07467950000000001
431	0	0	2	0.03654796000000002	0.03409068955597116	0.03399496000000002
186013	0	0	6	0.31474797999999987	0.1564154788434968	0.09769850000000002
68146	0	0	6	0.46459206	0.19548102858293587	0.11924199999999996
65781	0	0	2	0.07607694999999995	0.05713966107583851	0.05165995999999995
141062	0	0	2	0.09005550000000001	0.06823705533835707	0.06236700000000006
199691	0	0	1	0.1014465	0.1014465	0.1014465
136541	0	0	3	0.19337601000000013	0.11250463534326093	0.07575050000000005
33740	0	0	1	0.13035396	0.13035396	0.13035396
154782	0	0	1	0.004551500000000042	0.004551500000000042	0.004551500000000042
17050	0	0	2	0.15855450000000004	0.11834085022193312	0.10606150000000003
246380	1	1	2	0.12329149999999994	0.0872742095996864	0.06450849999999997
245893	1	1	1	0.051125500000000046	0.051125500000000046	0.051125500000000046
164337	0	0	1	0.010975500000000027	0.010975500000000027	0.010975500000000027
7045	0	0	2	0.12916796	0.12715810107359107	0.12714196
44094	0	0	2	0.12266495999999993	0.09719577197245562	0.09234595999999995
73761	0	0	2	0.05047393999999994	0.04286508341391624	0.04202395999999997
199548	0	0	1	0.02900445000000007	0.02900445000000007	0.02900445000000007
122387	0	0	2	0.01987150999999998	0.014226668565412619	0.011510499999999979
88370	1	1	1	0.0002690400000000537	0.0002690400000000537	0.0002690400000000537
20557	0	0	2	0.09429146	0.0882829492949324	0.08806296000000002
227422	1	1	3	0.08723049999999993	0.05549245687703868	0.04202450000000002
269800	1	1	1	0.02917650000000005	0.02917650000000005	0.02917650000000005
148691	0	0	2	0.12321802999999998	0.08719239568248424	0.06397253000000003
