index	label	prediction	l0	l1	l2	linf
110970	1	1	5	0.12465053999999998	0.08053636385404801	0.06022604000000009
264051	1	1	2	0.07776296000000003	0.05500495339841315	0.03988296000000002
90207	1	1	2	0.012826540000000053	0.012583435052941669	0.012581040000000043
216696	0	0	4	0.14365947999999995	0.08779045110699912	0.07682050000000007
62041	0	0	5	0.17142849000000004	0.10327652113744203	0.07575850000000006
13425	0	0	2	0.025575499999999973	0.0253079296515934	0.02530650000000001
22028	0	0	2	0.04738399999999998	0.03624100310421885	0.033459000000000017
238110	1	1	4	0.056587500000000124	0.03174077026081762	0.022217500000000112
38652	0	0	3	0.13494995999999992	0.0941317916633992	0.08752795999999996
860	0	0	5	0.10765748000000008	0.061423487521227574	0.05299949999999998
66291	0	0	3	0.09571345999999997	0.0582653072602522	0.04148896000000002
108804	1	1	4	0.12993852000000017	0.08783462795146349	0.06343804000000008
111424	1	1	4	0.34116100000000016	0.17633417981491853	0.10843250000000004
94314	1	1	1	0.00936904000000005	0.00936904000000005	0.00936904000000005
366	0	0	5	0.08782747000000013	0.04529629140670243	0.028909500000000032
63682	0	0	5	0.17094698000000003	0.09002943712719973	0.07575850000000006
166122	0	0	1	0.0222175	0.0222175	0.0222175
150809	0	0	2	0.05283900000000008	0.04007726248760019	0.03667150000000008
203469	0	0	4	0.14124947999999993	0.08973420214216202	0.07093249999999995
31706	0	0	4	0.13750400000000002	0.09516514882823439	0.0909105
244867	1	1	2	0.08622300000000002	0.06256209447021416	0.05303149999999998
110115	1	1	2	0.1461715	0.10717928714191936	0.09314
6366	0	0	5	0.14534050000000012	0.09864256091946316	0.0909105
206005	0	0	1	0.03667049999999994	0.03667049999999994	0.03667049999999994
7626	0	0	5	0.35351049	0.17346551539545288	0.09074199
218656	0	0	1	0.06450850000000008	0.06450850000000008	0.06450850000000008
178303	0	0	2	0.07517355000000014	0.05456755173134038	0.046307050000000016
64383	0	0	1	0.053265959999999946	0.053265959999999946	0.053265959999999946
21605	0	0	1	0.013116959999999955	0.013116959999999955	0.013116959999999955
197806	0	0	5	0.20101405000000006	0.11531774555116185	0.08324505000000004
50819	0	0	3	0.17262049000000007	0.1015299979128834	0.06945298999999999
219495	1	1	4	0.03076400000000007	0.019583597307440807	0.017934500000000075
134344	0	0	4	0.012496470000000093	0.007184951089805743	0.006157500000000038
52582	0	0	4	0.07766945999999991	0.04246757892288653	0.02971199999999996
257082	1	1	4	0.13006191000000003	0.07908276093854649	0.06718495999999996
48168	0	0	6	0.14773145999999987	0.07227940762286028	0.055942959999999986
111659	1	1	6	0.4861205100000001	0.21079210671865803	0.1125555
196419	0	0	6	0.20578949999999996	0.10139672436400494	0.07682049999999996
175885	0	0	6	0.14831107000000002	0.08778470515552526	0.0762855
187367	0	0	6	0.17496250000000005	0.07726333161176782	0.04255949999999997
177108	0	0	1	0.03613549999999999	0.03613549999999999	0.03613549999999999
122836	0	0	7	0.44857055000000007	0.195998423494559	0.10947605000000005
153109	0	0	2	0.09166849999999993	0.06999294373185053	0.06450849999999997
155845	0	0	6	0.44715695	0.19424762739981535	0.09448695000000007
160186	0	0	5	0.1187440500000001	0.061660976078493204	0.045771500000000076
140665	0	0	2	0.05748000000000009	0.041188864520644485	0.033459500000000086
226540	1	1	7	0.17262639999999993	0.07777247197751784	0.048448500000000005
248440	1	1	1	0.0034809999999999564	0.0034809999999999564	0.0034809999999999564
249171	1	1	2	0.023586490000000015	0.0208250929829881	0.020611500000000005
268193	1	1	1	0.03720650000000003	0.03720650000000003	0.03720650000000003
252151	1	1	3	0.09085100000000007	0.05314781849238973	0.03720650000000003
64454	0	0	2	0.08994550000000001	0.07707542598811899	0.07575850000000006
152314	0	0	2	0.11759053000000014	0.08356239976898053	0.06466503000000012
20427	0	0	3	0.11911150000000004	0.0931438577215374	0.0909105
89267	1	1	4	0.054280540000000044	0.033285980855783756	0.028641040000000006
268280	1	1	5	0.20989593	0.10011312283038674	0.068351
239356	1	1	2	0.031886499999999984	0.026631285065689226	0.025964500000000057
150664	0	0	5	0.034063000000000176	0.020701601568477807	0.018470500000000056
143942	0	0	3	0.14151053999999996	0.09123341049863033	0.06654499999999997
63214	0	0	5	0.1765810200000001	0.09039852221314798	0.058576499999999976
233517	1	1	5	0.11425148000000018	0.06509125752211589	0.05433750000000004
64422	0	0	6	0.15698945999999986	0.07602424516291888	0.05380196000000004
2444	0	0	4	0.2841160000000001	0.1522090878577886	0.10318450000000001
2663	0	0	2	0.14326850000000002	0.11239841027011907	0.10606150000000003
51465	0	0	3	0.06939050000000002	0.0433124972756132	0.03627049999999998
173515	0	0	2	0.11386449999999992	0.0852856796669288	0.07682049999999996
180954	0	0	3	0.12198499999999995	0.08301764447694233	0.06557849999999998
33971	0	0	2	0.07974745999999999	0.07289535328957258	0.07253796000000001
64387	0	0	3	0.10635696	0.08055789453431367	0.07521496000000005
177393	0	0	3	0.14184155400000012	0.09104819750273221	0.0762860500000001
249519	1	1	6	0.17202190000000003	0.08738497775501121	0.06504350000000003
99689	1	1	3	0.15692599000000004	0.09909562018368977	0.07209549000000001
1950	0	0	5	0.24800203999999992	0.12733201659692978	0.10465800000000003
18191	0	0	2	0.04866796000000001	0.040839034309856075	0.03988296000000002
163859	0	0	3	0.15744360000000007	0.09106947583551256	0.05701405000000004
56147	0	0	1	0.013573999999999975	0.013573999999999975	0.013573999999999975
41321	0	0	2	0.08002696000000004	0.06756202539801189	0.06611396000000003
41994	0	0	7	0.1346970300000002	0.06639787434708212	0.04256000000000004
77833	1	1	5	0.12640754000000004	0.0683086951397229	0.04684304000000006
5035	0	0	4	0.10272496999999997	0.060281644204939346	0.03988247
128522	0	0	3	0.12598349999999991	0.08497826568746852	0.06557849999999998
